6.5482 2.12673 -0.00653885
7.00908 1.90682 0.305639
7.42295 2.03382 0.30325
7.03383 2.26749 0.313738
7.32666 2.26271 0.326824
7.93398 2.27992 0.321364
8.27273 2.68689 0.312915
9.12887 2.73712 0.312865
9.35148 2.825 0.311935
9.88445 2.78194 0.310957
10.8734 3.62104 0.301225
11.6118 3.77622 0.30671
11.513 3.64451 0.295505
12.2915 3.54987 0.295286
12.5591 3.62071 0.3026
13.0083 3.8651 0.312564
13.4869 3.94448 0.301897
13.6906 4.15249 0.303643
14.6335 4.51783 0.298172
15.426 4.18177 0.286938
15.218 4.98937 0.308869
15.9357 4.98648 0.297878
16.4809 4.97903 0.295236
16.9213 5.3782 0.283145
17.8644 5.66501 0.274654
18.2596 5.91384 0.269699
18.7256 6.13404 0.271501
20.2049 6.36588 0.257883
20.8448 6.18549 0.257528
21.7429 6.28081 0.266128
22.4938 6.7332 0.237966
22.8119 7.02256 0.254665
22.7958 7.07941 0.260657
23.5558 6.99312 0.251378
24.108 7.1362 0.240138
25.1459 6.99405 0.237725
25.6587 7.67829 0.243702
26.3446 7.60008 0.242357
27.464 7.74304 0.238753
28.2233 8.09755 0.243026
28.8597 8.15596 0.242379
29.498 8.60934 0.234048
30.0301 8.69255 0.21448
30.9316 8.99203 0.219096
31.9375 9.14813 0.211839
32.5529 9.06529 0.203467
33.5347 9.07777 0.205968
33.8098 9.27073 0.203958
34.7678 9.50039 0.200915
35.579 9.59967 0.190626
36.2533 9.98747 0.187837
37.4282 10.134 0.182408
38.5362 10.5383 0.187019
39.2971 10.2078 0.191826
40.1328 10.8979 0.186907
41.157 11.054 0.18856
41.8789 11.3167 0.190578
42.5242 11.6332 0.185525
43.4705 11.3211 0.171164
44.1626 11.2997 0.177845
44.8119 11.6281 0.171126
45.6047 11.4069 0.17469
46.6265 11.7314 0.162895
47.9629 11.9077 0.159524
48.9335 11.8968 0.150151
49.9378 12.2212 0.156672
50.9463 12.2644 0.141915
51.5949 12.1164 0.143572
52.6467 12.2687 0.147328
53.7875 12.4605 0.142672
54.7111 12.6692 0.145322
55.673 13.0343 0.142715
56.0887 13.425 0.137414
57.6765 13.6846 0.150265
58.2789 13.6883 0.146438
59.4109 13.6639 0.141005
60.465 13.5662 0.138841
61.3434 13.7719 0.13361
62.487 14.0463 0.119613
63.3456 14.0821 0.124379
64.2754 14.1167 0.123782
65.4378 13.9302 0.130922
66.7739 14.5161 0.125918
67.7386 14.7719 0.117316
68.7836 14.8335 0.10783
69.7075 15.0416 0.110631
70.7819 14.855 0.12897
71.7702 15.1512 0.121677
72.7207 15.4006 0.120732
73.9752 15.433 0.103115
74.7146 14.9265 0.101956
76.1041 15.8497 0.114533
77.3906 15.7715 0.107576
78.5471 15.7839 0.101873
79.7173 16.0763 0.090465
80.9395 15.8771 0.0922779
82.1378 16.1236 0.0959075
83.2432 16.1368 0.0866863
84.0932 16.3716 0.0797422
85.4456 16.367 0.0792053
86.3841 16.5066 0.0850047
87.1154 16.6105 0.0781166
88.4315 16.7299 0.0715012
89.4644 16.8382 0.0844856
90.3462 16.687 0.0706506
92.1368 16.5234 0.0799791
93.3366 16.776 0.0776815
94.4869 16.8441 0.073185
95.4164 17.3902 0.0767471
96.8367 17.4527 0.0729582
98.3486 17.1392 0.082451
99.3657 17.4084 0.0650406
100.013 17.4451 0.078148
101.302 18.0379 0.0752141
102.232 17.8915 0.0723562
103.905 17.8987 0.0592593
104.877 17.7644 0.073037
106.141 17.9547 0.0680779
107.596 17.7771 0.0732656
108.608 18.0233 0.081891
109.906 18.622 0.0734102
111.075 18.436 0.0680567
112.381 18.4185 0.078834
113.351 18.6403 0.0652499
114.334 18.4444 0.0695467
115.817 18.521 0.0707258
116.936 18.7827 0.0723905
118 18.8216 0.0738722
119.189 18.7751 0.071072
120.568 19.0704 0.0799913
122.076 18.7055 0.0697352
123.182 19.057 0.0734903
124.443 19.7343 0.0846872
125.8 20.0957 0.0708129
127.183 19.759 0.0848018
128.244 19.5136 0.0835884
129.378 19.6218 0.0651147
130.87 19.7281 0.0584262
131.712 19.9879 0.0665935
133.173 19.9038 0.0559666
134.408 19.8058 0.0665264
135.738 19.8694 0.0679157
137.164 20.0324 0.0681761
138.148 20.2091 0.0670361
139.477 20.4133 0.0804975
140.865 20.6172 0.0694909
142.078 20.2659 0.0738341
143.103 20.219 0.0828549
144.465 20.5442 0.0769149
145.541 20.6645 0.0834932
146.671 20.6619 0.0911172
147.929 21.192 0.080705
149.484 21.0079 0.0961449
150.448 21.3735 0.0821649
151.894 21.454 0.0852896
153.666 20.9479 0.0826189
155.009 21.5618 0.0866345
156.105 21.2661 0.081682
157.046 21.7937 0.0824482
158.151 21.8458 0.0907004
159.729 22.0273 0.0860219
160.666 21.9137 0.0807388
162.203 22.3353 0.0851372
163.799 22.7641 0.0884981
164.956 22.5458 0.0901772
166.494 22.2105 0.0730989
167.611 22.6818 0.0943157
168.656 23.0655 0.0731993
169.719 23.2473 0.0836954
171.234 23.1842 0.0780887
172.667 23.0175 0.0771521
174.044 23.0153 0.0576658
175.199 23.3802 0.0609473
176.826 23.5864 0.0599117
177.877 23.7278 0.0625313
179.679 23.6364 0.0746641
180.164 23.9202 0.0567561
181.77 23.7954 0.062717
183.065 23.7507 0.06139
184.116 23.9516 0.0648789
185.501 24.168 0.0702118
187.195 24.0904 0.0592272
188.585 23.8567 0.0713626
189.681 24.3185 0.0750568
190.884 24.3355 0.0776076
191.982 24.5469 0.0738423
192.955 24.5744 0.0781425
195.036 24.2471 0.0658925
196.486 24.5506 0.0601801
197.3 24.8613 0.0735722
198.625 25.1603 0.0649692
199.842 24.8311 0.0678816
201.32 24.8241 0.072108
202.321 25.0433 0.0680234
203.703 24.9849 0.0639396
205.479 25.453 0.0629663
206.626 25.3549 0.0766163
208.148 25.2253 0.068074
209.529 25.3302 0.0710599
210.936 25.5475 0.0830845
212.236 25.9503 0.0706611
213.504 26.1501 0.0804818
214.88 26.0644 0.0718655
216.2 26.3052 0.0772343
217.812 26.0286 0.074776
218.877 26.4768 0.0692836
220.268 26.5602 0.076586
221.363 26.5151 0.072206
223.145 26.749 0.0806822
224.637 26.6068 0.0755739
225.652 26.7483 0.0758197
226.443 26.7291 0.0725838
228.087 26.6674 0.0681649
229.567 26.7605 0.0698577
230.436 27.2265 0.0716605
231.716 27.6277 0.0777218
233.068 27.7339 0.0826936
234.46 28.4373 0.075874
236.024 28.179 0.0621569
237.005 28.1365 0.0757457
237.926 28.0507 0.0764478
239.524 28.0385 0.0757557
240.577 28.1352 0.0713498
242.1 28.6951 0.0638028
242.952 28.66 0.0616706
243.971 28.6393 0.0664419
245 28.5208 0.0604412
246.396 28.3485 0.0541199
247.382 28.2021 0.0590199
248.375 28.2052 0.0623093
249.281 28.5733 0.0564293
250.415 28.8268 0.0475665
251.301 28.3951 0.0496768
252.309 28.8931 0.0331372
253.641 28.222 0.0301639
254.403 28.1131 0.0155689
255.088 28.3458 0.0254288
255.538 27.9042 0.00691854
256.072 28.2119 6.27177
256.978 28.2177 6.25365
257.774 28.1054 6.24299
258.496 28.0081 6.23859
259.509 27.9665 6.20747
260.176 28.2421 6.19512
260.988 28.2979 6.16016
261.389 28.3603 6.13515
262.219 28.2376 6.10977
263.033 28.037 6.09396
263.605 27.7967 6.05648
264.331 27.3626 6.03651
264.905 27.2264 6.00894
265.75 27.1314 5.96973
266.424 26.688 5.9327
267.33 26.1967 5.90424
267.881 26.0458 5.86679
268.868 25.728 5.82517
269.202 25.2527 5.79396
269.845 24.8026 5.75526
270.671 24.7526 5.7242
270.813 24.3356 5.69994
271.535 23.9299 5.66213
272.234 23.3807 5.63453
272.805 22.9406 5.59359
272.861 22.599 5.57296
273.515 22.1816 5.54713
273.947 22.0311 5.5193
274.621 21.1058 5.4901
274.919 20.5797 5.44286
275.457 19.7528 5.41067
275.969 18.9263 5.38917
275.936 18.1959 5.35626
276.512 18.0135 5.31334
276.928 17.7349 5.29234
277.527 16.8449 5.26708
277.789 15.786 5.22809
278.169 15.7286 5.20133
278.43 15.0512 5.17297
278.762 14.3093 5.15188
